pred_knn,pred_linear,pred_random_forest,Happiness_Index,Idx_Education,Idx_Gender_Development,Idx_Gender_Inequality,Idx_Human_Development,Idx_Income,Idx_IneqAdj_education,Idx_IneqAdj_income,Idx_IneqAdj_Life_Exp,Idx_Red_List,Country,Happiness_Rank,year,Coef_Human_Inequality,Elderly_Dependency_Pct,Empl_Agriculture,Empl_Nonagriculture_Pct_Female,Empl_Pop_Ratio,Empl_Services,Empl_Vulnerable_Pct,Expected_years_of_schooling,Exports_Imports_PctGDP,Female_Bank_Acct_Pct,Finance_Sector_Domestic_Credit_PctGDP,Foreign_Direct_Investment_PctGDP,GDP,GDP_pc,GNIpc_female,GNIpc_male,Gross_Capital_PctGDP,Gross_Fixed_Capital_PctGDP,Gross_National_Income,HDI_rank,Idx_Human_Development_female,Idx_Human_Development_male,Ineq_education,Ineq_HDI_Loss,Ineq_income,Ineq_Life_Exp,Inequality-adjusted_HDI,Infants_Missing_DPT_Vaccine,Infants_Missing_measles_Vaccine,Labor_Participation,Labor_Participation_female,Labor_Participation_male,Life_Exp_Birth,Life_Exp_Birth_female,Life_Exp_Birth_male,Life_Exp_index,MtoF_Ratio_birth,Parlaiment_Pct_Female,Pop_15–64,Pop_65,Pop_Total,Pop_under5,Pop_Urban_Pct,Private_capital_flows_PctGDP,Refugees_from_country_1000s,Remittances_inflows_PctGDP,School_Expected_Years_female,School_Expected_Years_male,School_Mean_Years,School_Mean_Years_female,School_Mean_Years_male,School_Secondary_Pop_Pct,School_Secondary_Pop_Pct_female,School_Secondary_Pop_Pct_male,Teen_Birth_Rate,Unemployment_FtoM_Ratio,Unemployment_total,Unemployment_youth,Working_Poor_Pct_3.10day,Young_Dependency_Pct,Youth_Unemployment_FtoM
6.920219598101967,6.4860876617509655,6.913966633333322,6.892,0.903449944,0.992061214,0.189242816,0.9239135889999999,0.9529874920000001,0.8534710940000001,0.6850741189999999,0.8647185230000001,0.8398900000000001,United States,19,2017,13.08166667,23.47,1.7,46.21,59.1,79.5,6.3,16.468209999999996,NA,92.68624878,NA,1.79816,17662.267740000003,54225.44612,43899.04208,66208.24388999998,NA,NA,54941.10929,13,0.9191023549999999,0.926457302,5.532,13.77450589,28.113000000000003,5.6,0.7966490570000001,3,8,61.9,55.7,68.3,79.54100000000001,81.81700000000001,77.251,0.9160153849999999,1.05,19.66292135,213.084,50.01001,324.459463,19.723906,82.1,-0.8859239,0.311,0.034145,17.2351,15.720299999999998,13.379990000000001,13.4081,13.3496,95.33497,95.47837999999999,95.17980999999999,18.788999999999998,0.977777778,4.4,9.5,NA,28.799,0.913461538
7.0949582155053665,6.4505117068322715,7.025372600000001,7.054,0.914146667,0.9603068539999999,0.11622617800000003,0.921548922,0.9016704900000001,0.8799233920000001,0.725530873,0.9115126149999999,0.7884999999999999,United Kingdom,15,2017,9.09285,29.037000000000003,1.1,46.82,59.7,80.5,13.1,17.442899999999998,62.4618,96.07344054999999,167.5132678,1.7778199999999997,2624.599521,39753.24389,28043.42352,50484.87317,17.011804840000003,16.862612499999994,39116.311630000004,14,0.9034683579999999,0.940812152,3.7437400000000003,9.405308072,19.534810000000004,4,0.8348744070000002,2,8,62.3,56.8,68.1,81.71700000000001,83.438,79.94200000000001,0.949492308,1.05,28.522336769999995,42.205000000000005,12.254989,66.181585,3.999271,83.1,-0.2964841000000001,0.08,0.16746600000000003,17.9076,16.982199999999995,12.88865,12.794299999999998,13.5075,82.90361000000001,82.38919118,85.22327178,12.498,0.9545454550000001,4.3,11.7,NA,27.773,0.8796992480000002
7.084942209177809,6.621937314483466,7.100780300000005,6.985,0.940400111,0.9667482160000002,0.07205748299999999,0.9360434200000001,0.926602343,0.9147958370000002,0.763004954,0.912964,0.98329,Germany,17,2017,7.792773333,32.767,1.3,46.82,58.2,71.5,6,16.95598,86.8977,99.19924927000001,127.26961560000002,2.1205900000000004,3740.2324399999998,45229.24529,37688.880990000005,54842.796709999995,19.78135965,20.318476410000002,46135.84754,5,0.919064864,0.950676555,2.7227,8.066794750000001,17.65562,3,0.860534719,1,3,60.5,55,66.2,81.17799999999998,83.498,78.854,0.9412,1.06,31.491002569999996,53.76200000000001,17.616147,82.11422400000002,3.595119,77.3,7.483567000000001,0.07500000000000001,0.456212,16.8776,17.0334,14.08202,13.631699999999999,14.4688,96.52632,96.23937,96.83103,6.535,0.8500000000000001,3.7,6.4,NA,19.97,0.901408451
6.7085132595225865,6.612071327199952,6.490580966666678,6.592,0.8396926110000001,0.9872012960000001,0.08285738699999998,0.90080244,0.902201064,0.7675065879999998,0.7386274100000001,0.930126523,0.87455,France,24,2017,10.10907667,31.701999999999998,2.9,47.730000000000004,49.9,76.8,7.6,16.415950000000002,62.866,91.28713226,157.67151529999998,1.97281,2591.160436,38605.6709,32518.39273,46217.64411,23.45930214,22.512539789999998,39253.94701,24,0.894427602,0.9060235289999999,8.59672,10.314899350000001,18.13051,3.6,0.807885575,1,10,55.2,50.6,60.1,82.71600000000001,85.61,79.801,0.964861538,1.05,35.351351349999995,40.416,12.812774000000001,64.979548,3.824185,80.2,0.35792890000000005,0.056,0.9651879999999999,16.810800000000004,16.0365,11.510819999999999,11.294299999999998,11.7516,83.20343,80.55189,85.64227,8.642999999999999,0.95959596,9.7,23.6,NA,29.074,0.987447699
6.056038110790814,6.638786284998785,6.366442266666669,5.886,0.8481325,0.975119353,0.103449906,0.909152957,0.901167023,0.8348457450000001,0.8444152260000001,0.9546872000000001,0.7851099999999999,Japan,58,2017,3.588059581,45.032000000000004,3.5,43.54,58.5,70.9,8.8,15.232769999999999,NA,98.06467438000001,NA,0.386638,4944.927969,39002.22331999999,27208.62279,51325.90484,NA,NA,38986.15453000001,19,0.8944373959999999,0.9172594030000001,1.5665895200000002,3.608772905,6.297589222999999,2.9,0.8763436910000001,1,4,60.2,50.5,70.6,83.908,87.092,80.65899999999999,0.9832,1.06,13.719943419999998,76.573,34.482730000000004,127.48445000000001,5.293177,91.5,2.004913,0.05,0.09112300000000001,15.1677,15.294599999999999,12.75,12.870000000000001,12.53,93.32,94.84,91.88,4.078,0.8666666670000001,2.8,4.6,NA,21.455,0.9019607839999999
6.092756041293997,6.37046467373994,6.235855400000001,6.354,0.8239004440000001,0.9788671589999999,0.080086993,0.8910202160000001,0.8816388560000001,0.6709337699999999,0.6763697019999999,0.9446456920000003,0.84506,Spain,30,2017,14.94961333,29.504,4.1,46.46,47.8,76.4,11.9,17.87704,65.5189,91.64125061000001,178.5506444,0.32841600000000004,1596.1333269999998,34272.36038,26953.871559999996,41850.270679999994,21.14505759,20.553734679999998,34258.293289999994,26,0.8791053770000001,0.8980844530000001,18.56616,15.376687010000003,23.282679999999996,3,0.754010827,2,4,57.8,52.2,63.8,83.301,85.982,80.535,0.973861538,1.06,38.636363640000006,30.536,9.009609000000001,46.35432099999999,2.0169489999999994,80.1,3.515796,0.043000000000000003,0.22876600000000002,18.2316,17.5332,9.819480000000002,9.6852,9.962600000000002,74.81495000000001,72.16676,77.63346999999999,8.597999999999999,1.1812500000000001,17.4,39.4,NA,22.296,1.007672634
6.229382229288541,6.613518632885284,6.2486265,6.223,0.790685278,0.9669008649999999,0.08672979700000001,0.8797694450000001,0.8861603739999999,0.708000472,0.6871354889999999,0.9436476770000002,0.91668,Italy,36,2017,11.93886667,36.276,3.9,42.1,43.1,69.8,17.7,16.27219,59.514599999999994,91.62443542,166.16397819999997,1.0253299999999999,2132.625945,35220.08379,25767.09606,45326.17139999999,17.249677579999997,17.508283799999997,35299.24086,28,0.8630858860000001,0.8926312070000001,10.45736,12.314780670000001,22.459239999999998,2.9,0.7714277679999999,2,8,48.6,39.5,58.3,83.169,85.293,80.932,0.9718307689999999,1.06,30.105263160000003,37.671,13.665387,59.359899999999996,2.447617,70.1,5.018706,0.053000000000000005,0.50699,16.615000000000002,15.9445,10.160400000000001,9.962200000000001,10.3778,79.5546301,75.62564207999999,82.96918000000001,6.1,1.19047619,11.3,36.9,NA,21.3,1.0423728810000001
5.813501559834895,6.2534936657846485,5.842129300000003,5.693,0.759047278,0.983298717,0.08778898,0.8471133409999999,0.847427821,0.635255624,0.6735622409999997,0.9176398150000001,0.8556700000000002,Portugal,66,2017,13.241893329999998,33.15,6.8,49.86,52.9,68.3,13.1,16.29655,85.1966,90.62212372,154.07152369999997,4.60675,287.57453019999997,27936.896090000002,23094.69458,32013.069229999997,16.323390269999997,16.16893029,27315.3583,41,0.839217284,0.853471351,16.30882,13.55803204,20.516860000000005,2.9,0.732261443,1,2,58.2,53.3,63.8,81.428,84.227,78.44300000000001,0.945046154,1.06,34.782608700000004,6.7,2.221066,10.329506000000002,0.419033,64.7,0.5160728,0.018000000000000002,0.20803100000000002,16.193,16.4028,9.190959999999999,9.218699999999998,9.1586,52.705200000000005,52.07866,53.43535000000001,9.398,1.033707865,9,23,NA,21.021,1.036036036
5.46678367239227,6.177380416995438,5.66565673333332,5.287,0.837642167,0.963745461,0.119765805,0.8699340670000001,0.831906931,0.7277539009999999,0.642305775,0.911702308,0.8480900000000001,Greece,82,2017,13.136636670000001,31.192,12.1,41.879999999999995,41.6,72.6,26.5,17.254050000000003,67.5163,84.53689575,116.6678759,2.0079800000000003,264.43070129999995,24574.382480000004,19657.894180000003,29796.43041,11.727661769999997,12.64670593,24648.09694,31,0.8529258840000001,0.88501157,13.118759999999998,13.495214030000001,22.791150000000002,3.5,0.752534603,1,3,52.9,45.5,60.6,81.41000000000001,83.93100000000001,78.903,0.9447692310000001,1.07,18.33333333,7.297,2.276174,11.159773,0.45799,78.7,-13.70374,0.10600000000000001,0.15411900000000003,17.019800000000004,17.478699999999996,10.75089,10.5069,11.015,69.17069,65.44867,73.20012000000001,7.223,1.4333333329999998,21.4,42.8,NA,21.738,1.078085642
7.0596471893941,6.661607927597677,7.109660133333342,7.021,0.917543,0.9794868729999999,0.10938194999999999,0.938410059,0.949688386,0.8911812560000001,0.758647171,0.9217999380000002,0.91722,Ireland,16,2017,8.596426667000001,21.615000000000002,5.4,47.4,56.2,75.5,11.9,19.61374,207.89100000000002,95.30703734999999,84.19870592,15.4395,324.125707,67335.29341,42771.409510000005,64916.09601,24.24728979,23.44415104,53754.18626,4,0.926267373,0.9456659390000001,2.87308,8.976220184999999,20.116200000000003,2.8,0.854176306,2,8,60,53,67.3,81.643,83.60499999999999,79.68299999999999,0.9483538460000001,1.06,24.311926610000004,3.068,0.6631829999999999,4.7616570000000005,0.33779399999999993,62.9,-30.541980000000002,0.006,0.185086,19.7153,19.5196,12.52629,12.712,12.1115,88.28343794999999,90.238,86.30795123,9.662,0.726027397,6.4,13.6,NA,33.580999999999996,0.8717948720000003
