pred_knn,pred_linear,pred_random_forest,Happiness_Index,Infants_Missing_DPT_Vaccine,Infants_Missing_measles_Vaccine,Teen_Birth_Rate,Working_Poor_Pct_3.10day,Country,Happiness_Rank,year,Coef_Human_Inequality,Elderly_Dependency_Pct,Empl_Agriculture,Empl_Nonagriculture_Pct_Female,Empl_Pop_Ratio,Empl_Services,Empl_Vulnerable_Pct,Expected_years_of_schooling,Exports_Imports_PctGDP,Female_Bank_Acct_Pct,Finance_Sector_Domestic_Credit_PctGDP,Foreign_Direct_Investment_PctGDP,GDP,GDP_pc,GNIpc_female,GNIpc_male,Gross_Capital_PctGDP,Gross_Fixed_Capital_PctGDP,Gross_National_Income,HDI_rank,Idx_Education,Idx_Gender_Development,Idx_Gender_Inequality,Idx_Human_Development,Idx_Human_Development_female,Idx_Human_Development_male,Idx_Income,Idx_IneqAdj_education,Idx_IneqAdj_income,Idx_IneqAdj_Life_Exp,Idx_Red_List,Ineq_education,Ineq_HDI_Loss,Ineq_income,Ineq_Life_Exp,Inequality-adjusted_HDI,Labor_Participation,Labor_Participation_female,Labor_Participation_male,Life_Exp_Birth,Life_Exp_Birth_female,Life_Exp_Birth_male,Life_Exp_index,MtoF_Ratio_birth,Parlaiment_Pct_Female,Pop_15–64,Pop_65,Pop_Total,Pop_under5,Pop_Urban_Pct,Private_capital_flows_PctGDP,Refugees_from_country_1000s,Remittances_inflows_PctGDP,School_Expected_Years_female,School_Expected_Years_male,School_Mean_Years,School_Mean_Years_female,School_Mean_Years_male,School_Secondary_Pop_Pct,School_Secondary_Pop_Pct_female,School_Secondary_Pop_Pct_male,Unemployment_FtoM_Ratio,Unemployment_total,Unemployment_youth,Young_Dependency_Pct,Youth_Unemployment_FtoM
4.860303918121216,3.9626120866632775,4.727632533333332,4.883,14,26,86.096,73.5,Benin,102,2017,36.31635,5.998,43.2,55.74,69.1,38.3,88,12.56764,79.386,28.58588791,25.93297724,NA,23.06926948,2064.236334,1795.1914789999998,2328.944163,28.569658420000003,28.569658420000003,2061.433065,163,0.47073544399999995,0.8753482100000002,0.6114863229999998,0.5146196730000001,0.47912984500000005,0.547359142,0.45709260300000004,0.265229343,0.318627095,0.41171,0.90996,43.65639,36.56257996000001,30.292659999999998,35,0.326461443,70.9,68.7,73.1,61.171,62.683,59.629000000000005,0.6334,1.04,7.228915662999999,6.045,0.362586,11.175692000000002,1.809238,46.8,NA,0.583,2.8716299999999997,11.0672,14.0429,3.64903,3.014,4.26,25.4,18.2,32.720000000000006,1.173913043,2.5,5.2,78.887,1.1063829790000004
5.8675067182858,5.574655773438442,5.792754361904754,5.779,9,17,68.145,9.7,Bolivia,61,2017,25.670235110000004,10.873000000000001,27,40.949999999999996,65.3,50.6,31.3,14.024227469999998,56.7047,53.85283279,68.27203615999998,1.9319799999999998,76.09942311,6885.828577,4686.422732,8736.578662999998,22.22028662,21.26835549,6714.027191,118,0.686730874,0.9286090740000001,0.450451118,0.6925369709999998,0.6645202859999999,0.715608219,0.63545884,0.549161234,0.4335216820000001,0.5693200620000001,0.8705200000000001,20.03254046,25.826956720000005,31.77816486,25.2,0.5136757470000001,67.4,55.2,79.9,69.473,72.05799999999999,67.001,0.761123077,1.05,51.80722892,6.813999999999999,0.740878,11.0516,1.193854,69.1,-5.411306000000001,0.528,3.4794699999999996,14.0019,14.0465,8.91507,8.1999,9.6738,58.2,50.52390588000001,59.48890159,1.4615384619999998,3.1,6.6,51.315999999999995,1.1578947369999997
6.21875183230386,5.6367482623404594,5.919291744274002,6.3,1,3,61.597,6.4,Brazil,32,2017,23.167873280000002,12.27,10.3,44.39,55.5,68.8,27.9,15.39793,24.119800000000005,67.51464844000002,111.26073769999999,3.4216499999999996,2951.6870849999996,14103.451529999998,10072.52666,17566.26931,15.502819800000001,15.634520909999999,13755.336929999998,79,0.6863869439999998,0.992243091,0.406749409,0.75924537,0.754967282,0.760869275,0.743800231,0.5353167469999999,0.470869134,0.7646910150000001,0.90143,22.00948,23.91771837,36.69413983000001,10.8,0.5776512010000001,63.7,53.2,74.7,75.723,79.336,72.112,0.857276923,1.05,11.27946128,145.875,17.899128,209.28827800000002,14.828076999999999,86.3,-2.462586,0.8550000000000001,0.13129500000000002,15.855400000000003,14.9406,7.76,7.977200000000001,7.694599999999999,59.96,61.027103190000005,57.68868228,1.348214286,12.9,30.5,31.201,1.1380597010000002
5.020321968093267,5.314429479000974,5.144113990349661,5.082,1,3,20.339000000000002,9.6,Bhutan,95,2017,26.3725566,7.123999999999999,56.8,32.14,65.2,33.5,71.5,12.268229999999999,74.03190000000001,27.681879040000002,NA,-0.4375740000000001,7.033150121,8708.597120999999,6002.181979000001,9888.553844,47.15993583000001,47.15993583000001,8064.8276510000005,134,0.445240833,0.8925825469999998,0.4759583610000001,0.6124176089999999,0.575850599,0.645151085,0.6631493789999999,0.259447756,0.5332450470000001,0.6394527689999998,0.7993499999999999,41.72866981000001,27.242002499999995,19.589,17.8,0.4455827890000001,66.8,58,74.3,70.565,70.87599999999999,70.258,0.7779230770000001,1.04,8.333333333,0.554,0.039449,0.80761,0.06969,40.2,0.43757360000000006,7.952,1.71801,12.3762,12.1614,3.1337,2.1309,4.167799999999999,9.616023407999998,5.959489861,13.731157819999998,1.736842105,2.4,10.2,38.72200000000001,1.228915663
4.07981208576271,5.059286811125805,4.373477753174603,3.488,2,3,29.981999999999996,21.2,Botswana,148,2017,NA,6.096,26.2,47.58,58.9,60.3,15,12.617309999999998,NA,46.788517000000006,17.051824560000004,2.3012699999999997,36.225141580000006,15807.37359,12613.316939999999,18521.35384,NA,NA,15533.649240000002,101,0.658925167,0.975663973,0.43448856600000013,0.7165521289999998,0.7074510279999999,0.725097008,0.762165844,NA,NA,0.596323877,0.9796400000000001,NA,NA,NA,18.6,NA,71.9,65.6,78.4,67.618,70.191,64.93900000000001,0.7325846149999999,1.03,9.523809524,1.482,0.090321,2.291661,0.260108,68.7,2.8273310000000005,0.28400000000000003,0.20873600000000003,12.770999999999999,12.465600000000002,9.25333,9.1702,9.48,89.17999999999999,88.82,89.61999999999999,1.463087248,18.1,35.7,48.576,1.2020202019999997
5.412394627906379,5.545205384386363,5.513300560722608,5.323,3,3,17.16,0.3,Belarus,81,2017,6.47209723,21.618000000000002,9.9,51.449999999999996,63.7,59,2.7,15.45131,133.55200000000002,81.33817290999998,41.94893633000001,2.3404599999999998,163.23088669999999,17167.96726,13478.66848,19592.06551,26.24606698,25.011169310000003,16323.46154,53,0.837996389,1.019545704,0.13027744400000002,0.8075295960000001,0.8143521079999999,0.7987401689999999,0.769657429,0.807176474,0.6862382499999999,0.776454923,0.9695099999999999,3.67781,6.525150731999999,10.83848169,4.9,0.754837072,64,58.4,70.7,73.07,78.46700000000001,67.537,0.816461538,1.06,33.13253012000001,6.482,1.4012449999999999,9.468338,0.5770590000000001,78.1,-4.607257,3.657,2.2047200000000005,15.8512,15.0702,12.2638,12.193299999999999,12.351700000000001,91.90175,87.00197,92.21481000000001,1,0.5,1.1,24.455,1.1
4.367017937840083,3.7314069731760537,4.246518561904758,4.418,18,20,124.22,90.5,Democratic Republic of the Congo,127,2017,30.217992060000004,5.957,81.9,35.83,69.8,7,53.5,9.75,75.035,24.21882248,NA,NA,65.73354588000001,808.1332133999999,703.1994396000001,888.8574513999998,20.79450262,20.578420539999996,795.8264151999999,176,0.49614933299999997,0.8517566930000001,0.6519380530000001,0.45746921300000004,0.41961594,0.49264765799999993,0.31332144500000003,0.365451859,0.22492842100000002,0.393535523,0.89143,26.34236617,30.349493589999998,28.21161,36.1,0.31862962300000003,72.4,71.4,73.5,60.031,61.543,58.532000000000004,0.615861538,1.03,8.166666667000001,41.23800000000001,2.456339,81.33998799999999,14.845779,43.9,NA,611.875,0.045963,8.7,10.6131,6.75948,5.2748,8.373600000000001,50.664300000000004,36.73039000000001,65.81281,1.387096774,3.7,7.3,91.29,1.106060606
3.3208805419287684,3.570291372128908,3.6389726333333448,3.083,31,51,103.80199999999999,91.2,Central African Republic,155,2017,41.81473,6.877,85.6,29.8,67.2,6.4,67.5,7.1800032069999995,44.29290000000001,9.717617035,NA,NA,3.080769909,661.2399677,520.7222568999999,809.4882969,17.667716539999997,17.667628410000003,663.1516330999999,188,0.3413112,0.7801602389999999,0.673355672,0.366809345,0.31929230599999997,0.409265033,0.28577229100000007,0.223389546,0.14518778400000001,0.29499800000000004,0.9437800000000001,34.5496,42.12420894000001,49.194590000000005,41.7,0.21229381000000003,71.5,63.3,80,52.89,54.83,50.974,0.506,1.03,8.571428571,2.4759999999999995,0.17028300000000002,4.6590799999999994,0.7304159999999998,41,NA,545.525,NA,5.874,8.4787,4.256,2.9819999999999998,5.5760000000000005,21.84,13.16,30.84,1.240740741,6,10.6,81.27199999999999,1.06
4.760693350312666,4.669378884113932,4.570069433333333,4.812,25,30,111.819,52.5,Republic of the Congo,103,2017,22.60734667,6.262,37.2,47.339999999999996,62.1,36.9,74.9,11.370734790000002,138.58,20.9935627,NA,NA,25.679855270000004,4881.405744,4904.547525,6483.175213,26.59091325,26.26101682,5694.2210110000005,137,0.526187077,0.9342246720000001,0.5784448470000001,0.6062825819999998,0.582873533,0.623911517,0.6105728399999999,0.41294667200000007,0.4811246810000001,0.519552492,0.9839,21.52094,22.62774489,21.2011,25.1,0.469094506,69.7,67.4,72,65.088,66.748,63.466,0.693661538,1.03,13.96396396,2.8579999999999997,0.17895900000000003,5.26075,0.8326750000000002,66.5,NA,13.292,NA,11.1975,11.5435,6.31,5.51,6.73,48.4,46.720000000000006,51.02,1.1359223299999999,11,22.5,77.82499999999999,0.97826087
4.768414824797379,4.901991258249563,4.613786336118598,4.944,1,22,132.71099999999998,48.5,Ivory Coast,99,2017,36.343139990000005,5.367999999999999,48.3,46.94,55.8,45.3,73.3,9.037369999999997,48.583999999999996,35.56497955,33.760066390000006,NA,87.48553811999999,3601.005901,2528.856423,4408.875271000001,22.63612931,20.91530413,3481.2253100000003,170,0.42410472200000005,0.8407532380000001,NA,0.49230450200000003,0.446130972,0.530632475,0.536243228,0.22290914500000003,0.38936969300000007,0.345217169,0.88857,47.440069959999995,36.91002836,27.38935,34.2,0.31059477100000005,57.3,48.1,66.2,54.102000000000004,55.662000000000006,52.660000000000004,0.524646154,1.03,9.163346614000002,13.273,0.7125149999999999,24.29475,3.946744,50.3,NA,40.019,0.939092,8.0715,9.994299999999999,5.191999999999999,3.9739999999999998,6.159999999999999,26.14,17.84,34.08,1.571428571,2.6,3.7,77.667,1.321428571
6.483147852663609,5.662358124139499,6.040647138888881,6.444,2,7,45.636,1.9,Chile,26,2017,14.877194240000001,16.162,9.6,43.09,58,67.6,23.9,16.40065,55.69510000000001,71.27378844999998,127.9655811,2.3165399999999994,411.0526183,22767.037190000003,15137.085109999998,28808.532069999997,22.05171747,21.55870173,21909.50098,44,0.800358611,0.961485776,NA,0.842858781,0.823272243,0.856250048,0.814115691,0.7406825349999999,0.5611258570000002,0.8628976620000002,0.76293,7.456167150000001,15.706178409999998,31.07541556,6.1,0.710477877,62.3,50.6,74.4,79.732,82.093,77.17899999999999,0.9189538460000001,1.04,15.822784810000003,12.385000000000002,2.0016419999999995,18.054726,1.178699,87.5,1.004488,0.494,0.016107,16.651500000000002,16.159100000000002,10.34355,10.2035,10.512,80.59703257,78.97488652999999,80.9283057,1.151515152,7,16.8,29.618000000000002,1.0909090909999999
4.783964705533406,5.020052103245336,4.768568900000003,5.044,7,23,105.8,38.3,Cameroon,96,2017,34.17479667,5.849,62,42.5,73,28.7,71.7,12.194069999999998,36.9361,30.0303688,16.619907770000005,NA,80.93901273,3364.9260560000002,2750.6845839999996,3877.737775,21.55242306,21.55242306,3314.7445839999996,151,0.547472833,0.8658382290000001,0.568804143,0.5559384820000001,0.513350511,0.5928942540000001,0.528840929,0.367027594,0.339173611,0.393465,0.8357900000000001,32.959669999999996,34.186413900000005,35.86472,33.7,0.365883052,76.2,71.2,81.2,58.575,59.706,57.449999999999996,0.5934615379999999,1.03,27.142857140000004,13.015,0.761301,24.053727,3.860517,55.8,NA,11.047999999999998,0.798785,11.3487,13.028099999999998,6.26246,4.7044999999999995,7.5546999999999995,36.22810000000001,32.45632462,39.24,1.4857142859999997,4.3,8.9,78.96000000000001,1.186666667
4.857430080801707,5.23350417111166,5.2186538579736945,5.191,1,1,6.408,9.7,China,93,2017,14.22396229,14.845,17.5,42.27,65.7,55.9,33,13.7792,37.803399999999996,76.36473082999998,215.2377438,1.37463,21223.92194,15308.71212,12053.21213,18295.33769,43.60021441,41.88511169,15269.761240000002,86,0.644355556,0.9550313160000001,0.15235826600000002,0.751703947,0.734648174,0.769239879,0.759577639,0.570561268,0.5824481629999999,0.7992863079999998,0.74642,11.452417360000002,14.485357830000002,23.31946951,7.9,0.6428169399999999,68.9,61.5,76.1,76.41000000000001,77.99900000000001,74.94600000000001,0.8678461540000001,1.1500000000000001,24.24760602,1010.3669999999998,149.99273100000002,1409.517397,85.131175,58,-0.6025706999999999,207.722,0.23424400000000004,13.981,13.598799999999999,7.848,7.5952,8.303500000000001,77.4,74.02,82,0.8400000000000001,4.7,10.8,24.66,0.9152542370000001
6.0069713523850305,5.4989764615641805,5.8746948904761895,6.125,6,7,47.456999999999994,8.4,Colombia,43,2017,22.94339072,11.102,16.1,46.36,64.1,64.5,47.1,14.41909,34.8582,42.47443008,NA,4.6954899999999995,650.3622351999999,13254.94922,10270.92431,15691.60122,23.394865890000005,22.850990380000002,12937.87977,90,0.6761536109999999,0.996947173,0.383404744,0.747045383,0.746695389,0.748981901,0.73454543,0.5449830560000001,0.46841483000000006,0.7286125539999999,0.73998,19.39952,23.58890154,36.230652150000004,13.2,0.5708255830000001,70.4,58.8,82.6,74.562,78.169,71.038,0.8394153849999999,1.05,19.7761194,33.794000000000004,3.751764,49.06561500000001,3.6822749999999997,80.4,-4.012166,76.68799999999999,1.81255,14.854500000000002,14.2927,8.268699999999999,8.464,8.127999999999998,50.18716,51.095060000000004,49.19990000000001,1.583333333,9,18.4,34.09,1.2348993289999999
6.976525547802581,5.720393659529392,6.18141366876894,7.167,1,4,53.458999999999996,1.5,Costa Rica,12,2017,17.27558886,13.743999999999998,12,40.61,54.5,69.5,14,15.37714,67.57289999999999,60.879062649999995,82.77995952,5.25316,76.16203704999998,15524.994560000001,10418.985509999999,18851.445800000005,17.99904191,17.23575855,14636.381919999998,63,0.7192611109999999,0.974345115,0.2995608830000001,0.793864632,0.779460202,0.799983692,0.753178293,0.633573457,0.509047015,0.8542730770000001,0.8195,11.91328891,18.0333078,32.41347767999999,7.5,0.650704579,59.5,45.3,73.9,80.03,82.43900000000001,77.68199999999999,0.923538462,1.05,35.0877193,3.3789999999999996,0.464461,4.905769000000001,0.343374,78.6,-5.478840000000001,0.201,0.9847619999999999,15.8303,14.940199999999999,8.76355,8.7599,8.5108,52.866910000000004,53.759530000000005,51.88155,1.5857142859999998,8.5,22.7,31.424999999999997,1.254143646
5.494005889377625,5.888638599251597,5.349243161371609,5.425,1,14,94.971,3.8,Dominican Republic,77,2017,20.849822760000002,10.955000000000002,12.4,45.01,63.1,70.2,40.9,13.740859999999998,52.920700000000004,54.14283752,57.775245690000006,4.73742,157.20743670000002,14600.860579999999,8908.700808000001,18974.726980000003,21.831290130000003,21.902283089999997,13920.994260000001,94,0.642537556,0.9894215889999999,0.450658339,0.735797919,0.7277406030000001,0.7355212489999999,0.745608548,0.519969449,0.536287633,0.7034555079999999,0.73476,19.075633039999996,21.03302063,28.073835250000002,15.4,0.5810373909999998,66.8,54.4,79.5,74.048,77.3,70.99900000000001,0.8315076920000001,1.05,24.324324320000002,6.861,0.7515919999999999,10.766998,1.0553739999999998,80.3,-7.226498,0.43200000000000005,8.136,14.498199999999999,12.9791,7.825409999999999,8.140799999999999,7.4876000000000005,56.61133,58.63266,54.44623,2.162162162,5.5,12.4,45.98,1.493975904
5.240948827488477,5.24591398343799,5.353212823809514,5.211,5,12,10.137999999999998,9.7,Algeria,88,2017,20.05106667,9.627999999999998,12.8,17.45,37.3,40.2,27.9,14.357780000000002,60.3668,29.268730159999997,66.79956193000001,NA,574.8939906,13913.83936,4232.472669000001,23181.398080000003,47.7835418,29.874768330000002,13802.01307,85,0.664379556,0.8606062870000001,0.44160899400000003,0.7537675349999999,0.6804625729999998,0.790678134,0.7443119429999999,0.440553007,0.6597310130000001,0.7352731849999998,0.90432,33.68956,20.68283722,11.363640000000002,15.1,0.5978670229999999,41.4,15.2,67.3,76.293,77.561,75.077,0.8660461540000001,1.05,21.32231405,26.652,2.5661519999999998,41.318142,4.662789999999999,72.1,NA,4.042,1.2283,14.5745,14.146799999999999,7.96657,7.5775,8.5615,37.660000000000004,37.54,37.9,2.0714285709999998,10,23.9,45.4,1.14354067
