set_num,name,year,theme,subtheme,pieces,minifigs,usretailprice,rating,reviewcount,agemin,agemax,outside_brand,baby,education,broad_theme
5884-1,Raptor Chase,2012,Dino,,259,2,29.99,4.25,8,5,12,FALSE,FALSE,FALSE,Other
5885-1,Triceratops Trapper,2012,Dino,,271,2,49.99,4.8,5,6,12,FALSE,FALSE,FALSE,Other
5886-1,T-Rex Hunter,2012,Dino,,480,2,69.99,4.6,5,7,12,FALSE,FALSE,FALSE,Other
5887-1,Dino Defense HQ,2012,Dino,,793,4,99.99,4.5,4,6,12,FALSE,FALSE,FALSE,Other
5888-1,Ocean Interceptor,2012,Dino,,222,2,34.99,4,1,6,12,FALSE,FALSE,FALSE,Other
6132-1,Red,2012,Duplo,Cars,13,NA,14.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
6133-1,Race Day,2012,Duplo,Cars,26,NA,24.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
6141-1,My First Farm,2012,Duplo,Farm,62,1,24.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
6152-1,Snow White's Cottage,2012,Duplo,Disney Princess,28,1,14.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
6153-1,Cinderella's Carriage,2012,Duplo,Disney Princess,20,1,24.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
6154-1,Cinderella's Castle,2012,Duplo,Disney Princess,77,2,39.99,5,1,2,5,FALSE,TRUE,FALSE,Baby
6156-1,Photo Safari,2012,Duplo,Zoo,67,3,59.99,4,1,2,5,FALSE,TRUE,FALSE,Baby
6157-1,The Big Zoo,2012,Duplo,Zoo,147,4,89.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
6158-1,Animal Clinic,2012,Duplo,Zoo,62,2,39.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
6169-1,Fire Chief,2012,Duplo,Fire,6,1,9.99,0,0,1,5,FALSE,TRUE,FALSE,Baby
6172-1,Zoo Truck,2012,Duplo,Zoo,8,1,19.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
6173-1,Panda,2012,Duplo,Zoo,8,1,7.99,0,0,1,5,FALSE,TRUE,FALSE,Baby
6229-1,XT4,2012,HERO Factory,,39,NA,8.99,1,1,6,12,FALSE,FALSE,FALSE,Other
6293-1,Furno,2012,HERO Factory,,56,NA,12.99,3.33333333333333,3,7,14,FALSE,FALSE,FALSE,Other
6784-1,Creative Sorter,2012,Duplo,,23,NA,14.99,4,1,1,5,FALSE,TRUE,FALSE,Baby
6785-1,Creative Cakes,2012,Duplo,,55,NA,24.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
6857-1,The Dynamic Duo Funhouse Escape,2012,DC Comics Super Heroes,Batman,380,5,39.99,5,7,7,14,TRUE,FALSE,FALSE,Outside brand
6858-1,Catwoman Catcycle City Chase,2012,DC Comics Super Heroes,Batman,89,2,12.99,4.25,16,5,12,TRUE,FALSE,FALSE,Outside brand
6860-1,The Batcave,2012,DC Comics Super Heroes,Batman,690,5,69.99,4.75,8,7,14,TRUE,FALSE,FALSE,Outside brand
6863-1,Batwing Battle Over Gotham City,2012,DC Comics Super Heroes,Batman,278,3,34.99,4.125,8,7,14,TRUE,FALSE,FALSE,Outside brand
6864-1,Batmobile and the Two-Face Chase,2012,DC Comics Super Heroes,Batman,531,5,49.99,4.33333333333333,6,7,14,TRUE,FALSE,FALSE,Outside brand
6865-1,Captain America's Avenging Cycle,2012,Marvel Super Heroes,Avengers,72,3,12.99,4,17,5,12,TRUE,FALSE,FALSE,Outside brand
6866-1,Wolverine's Chopper Showdown,2012,Marvel Super Heroes,Comics,199,3,19.99,4.61538461538462,13,6,12,TRUE,FALSE,FALSE,Outside brand
6867-1,Loki's Cosmic Cube Escape,2012,Marvel Super Heroes,Avengers,181,3,19.99,4.25,8,6,12,TRUE,FALSE,FALSE,Outside brand
6869-1,Quinjet Aerial Battle,2012,Marvel Super Heroes,Avengers,735,5,69.99,5,7,8,14,TRUE,FALSE,FALSE,Outside brand
6873-1,Spider-Man's Doc Ock Ambush,2012,Marvel Super Heroes,Ultimate Spider-Man,295,3,29.99,4.33333333333333,6,6,12,TRUE,FALSE,FALSE,Outside brand
6910-1,Mini Sports Car,2012,Creator,,70,NA,5.99,5,1,6,12,FALSE,FALSE,FALSE,Other
6911-1,Mini Fire Truck,2012,Creator,,69,NA,5.99,4,2,6,12,FALSE,FALSE,FALSE,Other
6912-1,Super Soarer,2012,Creator,,130,NA,14.99,4.25,4,6,12,FALSE,FALSE,FALSE,Other
6913-1,Blue Roadster,2012,Creator,,152,NA,14.99,4,4,6,12,FALSE,FALSE,FALSE,Other
7291-1,Street Rebel,2012,Creator,,196,NA,19.99,4.5,2,7,12,FALSE,FALSE,FALSE,Other
7292-1,Propeller Adventures,2012,Creator,,241,NA,19.99,5,2,7,12,FALSE,FALSE,FALSE,Other
7345-1,Transport Chopper,2012,Creator,,383,NA,34.99,4,2,8,12,FALSE,FALSE,FALSE,Other
7346-1,Seaside House,2012,Creator,,415,1,49.99,4.66666666666667,3,7,12,FALSE,FALSE,FALSE,Other
7347-1,Highway Pickup,2012,Creator,,805,NA,79.99,4.66666666666667,3,9,12,FALSE,FALSE,FALSE,Other
9092-1,Crazy Demon,2012,Racers,,86,1,9.99,4,1,7,12,FALSE,FALSE,FALSE,Other
9093-1,Bone Cruncher,2012,Racers,,87,1,9.99,5,1,7,12,FALSE,FALSE,FALSE,Other
9094-1,Star Striker,2012,Racers,,88,1,9.99,4,1,7,12,FALSE,FALSE,FALSE,Other
9095-1,Nitro Predator,2012,Racers,,87,1,9.99,4,1,7,12,FALSE,FALSE,FALSE,Other
9390-1,Mini Tow Truck,2012,Technic,,136,NA,11.99,3.85714285714286,7,7,14,FALSE,FALSE,FALSE,Other
9392-1,Quad Bike,2012,Technic,,199,NA,24.99,4.2,5,8,14,FALSE,FALSE,FALSE,Other
9393-1,Tractor,2012,Technic,,353,NA,39.99,4.75,4,9,16,FALSE,FALSE,FALSE,Other
9394-1,Jet Plane,2012,Technic,,499,NA,49.99,4.66666666666667,3,9,16,FALSE,FALSE,FALSE,Other
9395-1,Pick-Up Tow Truck,2012,Technic,,954,NA,69.99,5,2,10,16,FALSE,FALSE,FALSE,Other
9396-1,Helicopter,2012,Technic,,1056,NA,119.99,5,5,10,16,FALSE,FALSE,FALSE,Other
9397-1,Logging Truck,2012,Technic,,1308,NA,139.99,3.83333333333333,6,10,16,FALSE,FALSE,FALSE,Other
9440-1,Venomari Shrine,2012,Ninjago,Rise of the Snakes,86,1,6.99,4.16666666666667,12,7,12,FALSE,FALSE,FALSE,Other
9442-1,Jay's Storm Fighter,2012,Ninjago,Rise of the Snakes,242,2,24.99,4.16666666666667,6,7,14,FALSE,FALSE,FALSE,Other
9443-1,Rattlecopter,2012,Ninjago,Rise of the Snakes,327,3,29.99,4.22222222222222,9,8,14,FALSE,FALSE,FALSE,Other
9445-1,Fangpyre Truck Ambush,2012,Ninjago,Rise of the Snakes,452,4,49.99,5,2,8,14,FALSE,FALSE,FALSE,Other
9446-1,Destiny's Bounty,2012,Ninjago,Rise of the Snakes,680,6,79.99,4.66666666666667,6,8,14,FALSE,FALSE,FALSE,Other
9447-1,Lasha's Bite Cycle,2012,Ninjago,Search for the Fang Blades,250,2,24.99,4,1,7,14,FALSE,FALSE,FALSE,Other
9448-1,Samurai Mech,2012,Ninjago,Search for the Fang Blades,452,3,39.99,4.6,5,8,14,FALSE,FALSE,FALSE,Other
9449-1,Ultra Sonic Raider,2012,Ninjago,Search for the Fang Blades,622,6,79.99,4.5,6,8,14,FALSE,FALSE,FALSE,Other
9450-1,Epic Dragon Battle,2012,Ninjago,Search for the Fang Blades,915,7,119.99,5,5,8,14,FALSE,FALSE,FALSE,Other
9455-1,Fangpyre Mech,2012,Ninjago,Rise of the Snakes,255,2,24.99,4.8,5,7,14,FALSE,FALSE,FALSE,Other
9456-1,Spinner Battle Arena,2012,Ninjago,Spinners,418,2,39.99,0,0,8,14,FALSE,FALSE,FALSE,Other
9457-1,Fangpyre Wrecking Ball,2012,Ninjago,Rise of the Snakes,415,3,49.99,5,2,8,14,FALSE,FALSE,FALSE,Other
9461-1,The Swamp Creature,2012,Monster Fighters,,70,2,6.99,4,10,7,14,FALSE,FALSE,FALSE,Other
9462-1,The Mummy,2012,Monster Fighters,,90,2,11.99,4,6,7,14,FALSE,FALSE,FALSE,Other
9463-1,The Werewolf,2012,Monster Fighters,,243,2,19.99,3.25,8,7,14,FALSE,FALSE,FALSE,Other
9465-1,The Zombies,2012,Monster Fighters,,447,4,39.99,5,2,8,14,FALSE,FALSE,FALSE,Other
9466-1,The Crazy Scientist & His Monster,2012,Monster Fighters,,430,4,49.99,4.5,4,8,14,FALSE,FALSE,FALSE,Other
9467-1,The Ghost Train,2012,Monster Fighters,,741,5,79.99,4.2,10,8,14,FALSE,FALSE,FALSE,Other
9469-1,Gandalf Arrives,2012,The Lord of the Rings,The Fellowship of the Ring,83,2,12.99,4.39130434782609,23,8,14,TRUE,FALSE,FALSE,Outside brand
9470-1,Shelob Attacks,2012,The Lord of the Rings,The Return of the King,227,3,19.99,4.71428571428571,14,8,14,TRUE,FALSE,FALSE,Outside brand
9473-1,The Mines of Moria,2012,The Lord of the Rings,The Fellowship of the Ring,776,9,79.99,4.25,12,9,14,TRUE,FALSE,FALSE,Outside brand
9476-1,The Orc Forge,2012,The Lord of the Rings,The Fellowship of the Ring,366,4,39.99,4.6,10,8,14,TRUE,FALSE,FALSE,Outside brand
9479-1,Ivan Mater,2012,Cars,Cars 2,52,NA,6.99,3,1,5,12,FALSE,FALSE,FALSE,Other
9480-1,Finn McMissile,2012,Cars,Cars 2,52,NA,6.99,4.5,2,5,12,FALSE,FALSE,FALSE,Other
9481-1,Jeff Gorvette,2012,Cars,Cars 2,54,NA,6.99,4,1,5,12,FALSE,FALSE,FALSE,Other
9485-1,Ultimate Race Set,2012,Cars,Cars 2,280,NA,29.99,0,0,6,12,FALSE,FALSE,FALSE,Other
9486-1,Oil Rig Escape,2012,Cars,Cars 2,422,NA,49.99,5,1,6,12,FALSE,FALSE,FALSE,Other
9488-1,Elite Clone Trooper & Commando Droid Battle Pack,2012,Star Wars,The Clone Wars,98,4,12.99,4.375,24,6,12,TRUE,FALSE,FALSE,Outside brand
9489-1,Endor Rebel Trooper & Imperial Trooper Battle Pack,2012,Star Wars,Episode VI,77,4,12.99,3.83333333333333,12,6,12,TRUE,FALSE,FALSE,Outside brand
9490-1,Droid Escape,2012,Star Wars,Episode IV,137,4,19.99,4.07692307692308,13,7,12,TRUE,FALSE,FALSE,Outside brand
9491-1,Geonosian Cannon,2012,Star Wars,The Clone Wars,132,4,19.99,4.25,8,7,12,TRUE,FALSE,FALSE,Outside brand
9492-1,TIE Fighter,2012,Star Wars,Episode IV,413,4,54.99,4.57894736842105,19,8,14,TRUE,FALSE,FALSE,Outside brand
9493-1,X-wing Starfighter,2012,Star Wars,Episode IV,560,4,59.99,4.75,16,8,14,TRUE,FALSE,FALSE,Outside brand
9494-1,Anakin's Jedi Interceptor,2012,Star Wars,Episode III,300,5,39.99,4.5,10,8,14,TRUE,FALSE,FALSE,Outside brand
9495-1,Gold Leader's Y-wing Starfighter,2012,Star Wars,Episode IV,458,3,49.99,4.44444444444444,9,8,14,TRUE,FALSE,FALSE,Outside brand
9496-1,Desert Skiff,2012,Star Wars,Episode VI,213,4,24.99,4.5,24,7,12,TRUE,FALSE,FALSE,Outside brand
9498-1,Saesee Tiin's Jedi Starfighter,2012,Star Wars,The Clone Wars,244,3,29.99,4.42857142857143,7,7,12,TRUE,FALSE,FALSE,Outside brand
9499-1,Gungan Sub,2012,Star Wars,Episode I,465,4,69.99,5,1,8,14,TRUE,FALSE,FALSE,Outside brand
9500-1,Sith Fury-class Interceptor,2012,Star Wars,The Old Republic,741,3,89.99,4.25,12,9,14,TRUE,FALSE,FALSE,Outside brand
9515-1,Malevolence,2012,Star Wars,The Clone Wars,1092,6,119.99,4.09090909090909,11,9,14,TRUE,FALSE,FALSE,Outside brand
9525-1,Pre Vizsla's Mandalorian Fighter,2012,Star Wars,The Clone Wars,403,3,49.99,4.33333333333333,3,8,14,TRUE,FALSE,FALSE,Outside brand
9551-1,Kendo Cole,2012,Ninjago,Booster pack,28,1,4.99,4,5,6,14,FALSE,FALSE,FALSE,Other
9552-1,Lloyd Garmadon,2012,Ninjago,Booster pack,21,1,4.99,3.85714285714286,7,6,14,FALSE,FALSE,FALSE,Other
9553-1,Jay ZX,2012,Ninjago,Booster pack,28,1,4.99,3.6,5,6,14,FALSE,FALSE,FALSE,Other
9554-1,Zane ZX,2012,Ninjago,Booster pack,37,1,4.99,4,1,6,14,FALSE,FALSE,FALSE,Other
9555-1,Mezmo,2012,Ninjago,Booster pack,32,1,4.99,2,1,6,14,FALSE,FALSE,FALSE,Other
9556-1,Bytar,2012,Ninjago,Booster pack,25,1,4.99,3.5,2,6,14,FALSE,FALSE,FALSE,Other
9557-1,Lizaru,2012,Ninjago,Booster pack,17,1,4.99,4,3,6,14,FALSE,FALSE,FALSE,Other
9558-1,Training Set,2012,Ninjago,Spinners,219,1,19.99,2.5,2,6,14,FALSE,FALSE,FALSE,Other
9561-1,Kai ZX,2012,Ninjago,Spinners,21,1,9.99,5,2,6,14,FALSE,FALSE,FALSE,Other
9562-1,Lasha,2012,Ninjago,Spinners,21,1,9.99,4,4,6,14,FALSE,FALSE,FALSE,Other
9563-1,Kendo Zane,2012,Ninjago,Spinners,22,1,9.99,0,0,6,14,FALSE,FALSE,FALSE,Other
9564-1,Snappa,2012,Ninjago,Spinners,20,1,9.99,0,0,6,14,FALSE,FALSE,FALSE,Other
9566-1,Samurai X,2012,Ninjago,Spinners,23,1,9.99,3.5,2,6,14,FALSE,FALSE,FALSE,Other
9567-1,Fang-Suei,2012,Ninjago,Spinners,19,1,9.99,5,1,6,14,FALSE,FALSE,FALSE,Other
9569-1,Spitta,2012,Ninjago,Spinners,20,1,9.99,4.66666666666667,3,6,14,FALSE,FALSE,FALSE,Other
9570-1,NRG Jay,2012,Ninjago,Spinners,20,1,9.99,4,2,6,14,FALSE,FALSE,FALSE,Other
9571-1,Fangdam,2012,Ninjago,Spinners,20,1,9.99,4,2,6,14,FALSE,FALSE,FALSE,Other
9572-1,NRG Cole,2012,Ninjago,Spinners,20,1,9.99,4.66666666666667,3,6,14,FALSE,FALSE,FALSE,Other
9573-1,Slithraa,2012,Ninjago,Spinners,20,1,9.99,4,1,6,14,FALSE,FALSE,FALSE,Other
9574-1,Lloyd ZX,2012,Ninjago,Spinners,23,1,9.99,5,1,6,14,FALSE,FALSE,FALSE,Other
9579-1,Starter Set,2012,Ninjago,Spinners,62,2,19.99,4.5,2,6,14,FALSE,FALSE,FALSE,Other
9590-1,NRG Zane,2012,Ninjago,Spinners,23,1,9.99,4,2,6,14,FALSE,FALSE,FALSE,Other
9591-1,Weapon Pack,2012,Ninjago,Spinners,73,2,19.99,4.5,2,6,14,FALSE,FALSE,FALSE,Other
9674-1,Naboo Starfighter & Naboo,2012,Star Wars,Planet Set,56,1,9.99,3.875,8,6,12,TRUE,FALSE,FALSE,Outside brand
9675-1,Sebulba's Podracer & Tatooine,2012,Star Wars,Planet Set,80,1,9.99,4,7,6,12,TRUE,FALSE,FALSE,Outside brand
9676-1,TIE Interceptor & Death Star,2012,Star Wars,Planet Set,65,1,9.99,4.36363636363636,11,6,12,TRUE,FALSE,FALSE,Outside brand
9677-1,X-wing Starfighter & Yavin 4,2012,Star Wars,Planet Set,77,1,9.99,3.4,5,6,12,TRUE,FALSE,FALSE,Outside brand
9679-1,AT-ST & Endor,2012,Star Wars,Planet Set,65,1,9.99,3.875,8,6,12,TRUE,FALSE,FALSE,Outside brand
10223-1,Kingdoms Joust,2012,Castle,Kingdoms,1575,9,119.99,5,9,12,,FALSE,FALSE,FALSE,Other
10224-1,Town Hall,2012,Creator Expert,Modular Buildings,2766,8,199.99,5,5,14,,FALSE,FALSE,FALSE,Other
10225-1,R2-D2,2012,Star Wars,Ultimate Collector Series,2127,1,179.99,4.7,10,16,,TRUE,FALSE,FALSE,Outside brand
10226-1,Sopwith Camel,2012,Creator Expert,Aircraft,883,NA,99.99,5,8,14,,FALSE,FALSE,FALSE,Other
10228-1,Haunted House,2012,Monster Fighters,,2064,6,179.99,4.9,10,14,,FALSE,FALSE,FALSE,Other
10229-1,Winter Village Cottage,2012,Creator Expert,Winter Village,1490,8,99.99,5,8,12,,FALSE,FALSE,FALSE,Other
10230-1,Mini Modulars,2012,Creator Expert,,1356,NA,79.99,4.66666666666667,9,12,,FALSE,FALSE,FALSE,Other
10531-1,Mickey Mouse and Friends,2012,Duplo,Disney,65,NA,34.99,0,0,1,5,FALSE,TRUE,FALSE,Baby
21012-1,Sydney Opera House,2012,Architecture,Architect Series,270,NA,39.99,3.33333333333333,3,12,,FALSE,FALSE,FALSE,Other
21013-1,Big Ben,2012,Architecture,Landmark Series,346,NA,29.99,3,3,12,,FALSE,FALSE,FALSE,Other
21014-1,Villa Savoye,2012,Architecture,Architect Series,660,NA,69.99,4.6,5,12,,FALSE,FALSE,FALSE,Other
21016-1,Sungnyemun,2012,Architecture,Landmark Series,325,NA,34.99,4.5,2,12,,FALSE,FALSE,FALSE,Other
21101-1,Hayabusa,2012,Ideas,Licensed,369,1,49.99,0,0,12,,FALSE,FALSE,FALSE,Other
30017-1,Police Boat,2012,City,Forest Police,35,1,3.99,4.16666666666667,6,5,12,FALSE,FALSE,FALSE,Other
30059-1,MTT,2012,Star Wars,The Clone Wars,51,NA,3.97,3,2,NA,,TRUE,FALSE,FALSE,Outside brand
30102-1,Desk,2012,Friends,Promotional,26,1,3.97,5,1,5,12,FALSE,FALSE,FALSE,Other
30103-1,Car,2012,Friends,Promotional,32,1,3.97,4,2,5,12,FALSE,FALSE,FALSE,Other
30151-1,Mining Dozer,2012,City,Mining,32,1,3.99,3.66666666666667,3,5,12,FALSE,FALSE,FALSE,Other
30152-1,Mining Quad,2012,City,Mining,40,1,4.99,4.42857142857143,7,5,12,FALSE,FALSE,FALSE,Other
30161-1,Batmobile,2012,DC Comics Super Heroes,Batman,45,NA,4,4.25,4,5,12,TRUE,FALSE,FALSE,Outside brand
30163-1,Thor and the Cosmic Cube,2012,Marvel Super Heroes,Avengers,25,1,4.99,4.66666666666667,3,6,12,TRUE,FALSE,FALSE,Outside brand
30201-1,Ghost,2012,Monster Fighters,Promotional,33,1,3.5,4.71428571428571,7,6,12,FALSE,FALSE,FALSE,Other
30212-1,Mirkwood Elf Guard,2012,The Hobbit,An Unexpected Journey,27,1,4.99,4.5,4,6,12,TRUE,FALSE,FALSE,Outside brand
30213-1,Gandalf at Dol Guldur,2012,The Hobbit,An Unexpected Journey,31,1,4.99,4.2,5,6,12,TRUE,FALSE,FALSE,Outside brand
40030-1,Duck with Ducklings,2012,Seasonal,Easter,51,NA,4.99,0,0,6,,FALSE,FALSE,FALSE,Other
40031-1,Bunny and Chick,2012,Seasonal,Easter,52,NA,4.99,0,0,6,,FALSE,FALSE,FALSE,Other
40032-1,Witch,2012,Seasonal,Halloween,71,NA,4.99,4,1,6,,FALSE,FALSE,FALSE,Other
40033-1,Turkey,2012,Seasonal,Thanksgiving,52,NA,4.99,3.5,2,6,,FALSE,FALSE,FALSE,Other
40034-1,Christmas Train,2012,Seasonal,Christmas,82,NA,4.99,3.5,2,6,,FALSE,FALSE,FALSE,Other
40035-1,Rocking Horse,2012,Seasonal,Christmas,49,NA,4.99,3,1,6,,FALSE,FALSE,FALSE,Other
40036-1,Cobra,2012,Promotional,Monthly Mini Model Build,37,NA,0,0,0,6,,FALSE,FALSE,FALSE,Other
40043-1,Duck,2012,Promotional,Monthly Mini Model Build,24,NA,0,0,0,NA,,FALSE,FALSE,FALSE,Other
79001-1,Escape from Mirkwood Spiders,2012,The Hobbit,The Desolation of Smaug,298,4,29.99,4.33333333333333,6,8,14,TRUE,FALSE,FALSE,Outside brand
79002-1,Attack of the Wargs,2012,The Hobbit,An Unexpected Journey,400,5,49.99,4.16666666666667,6,8,14,TRUE,FALSE,FALSE,Outside brand
79003-1,An Unexpected Gathering,2012,The Hobbit,An Unexpected Journey,652,6,69.99,5,10,9,14,TRUE,FALSE,FALSE,Outside brand
79004-1,Barrel Escape,2012,The Hobbit,The Desolation of Smaug,334,5,39.99,4.66666666666667,3,8,14,TRUE,FALSE,FALSE,Outside brand
79010-1,The Goblin King Battle,2012,The Hobbit,An Unexpected Journey,841,8,99.99,4.6,5,9,14,TRUE,FALSE,FALSE,Outside brand
850423-1,Minifigure Presentation Boxes,2012,Miscellaneous,,89,1,9.99,4,2,6,,FALSE,FALSE,FALSE,Other
850426-1,Pencil Holder,2012,Miscellaneous,Desk accessory,157,1,14.99,4,1,6,,FALSE,FALSE,FALSE,Other
850445-1,Ninjago Character Card Shrine,2012,Ninjago,Promotional,88,1,14.99,5,1,6,,FALSE,FALSE,FALSE,Other
850458-1,VIP Top 5 Boxed Minifigures,2012,Collectable Minifigures,Combi-pack,37,5,12.99,0,0,5,,FALSE,FALSE,FALSE,Other
850487-1,Halloween Accessory Set,2012,Collectable Minifigures,Combi-pack,58,3,14.99,4.25,4,6,,FALSE,FALSE,FALSE,Other
5000062-1,Darth Maul,2012,Star Wars,Minifig Pack,7,1,0,4.66666666666667,3,6,,TRUE,FALSE,FALSE,Outside brand
5000063-1,TC-14,2012,Star Wars,Episode I,3,1,0,4.66666666666667,3,6,,TRUE,FALSE,FALSE,Outside brand
5000202-1,Elrond,2012,The Lord of the Rings,The Fellowship of the Ring,6,1,0,4.75,8,6,,TRUE,FALSE,FALSE,Outside brand
5000245-1,Stephanie,2012,Friends,Promotional,5,1,4.99,0,0,6,,FALSE,FALSE,FALSE,Other
5000281-1,Chase McCain,2012,City,Police,4,1,0,5,1,6,,FALSE,FALSE,FALSE,Other
10232-1,Palace Cinema,2013,Creator Expert,Modular Buildings,2196,6,149.99,4,10,16,,FALSE,FALSE,FALSE,Other
10233-1,Horizon Express,2013,Creator Expert,Trains,1351,6,129.99,4.83333333333333,6,14,,FALSE,FALSE,FALSE,Other
10234-1,Sydney Opera House,2013,Creator Expert,Buildings,2989,NA,319.99,5,3,16,,FALSE,FALSE,FALSE,Other
10235-1,Winter Village Market,2013,Creator Expert,Winter Village,1261,9,99.99,4.5,6,12,,FALSE,FALSE,FALSE,Other
10236-1,Ewok Village,2013,Star Wars,Ultimate Collector Series,1990,17,249.99,4.8,5,12,,TRUE,FALSE,FALSE,Outside brand
10500-1,Horse Stable,2013,Duplo,,44,2,29.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10502-1,Zoo Bus,2013,Duplo,Zoo,19,2,29.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10503-1,Circus Show,2013,Duplo,Circus,25,1,14.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10504-1,My First Circus,2013,Duplo,Circus,62,3,34.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10505-1,Play House,2013,Duplo,,83,3,59.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10506-1,Train Accessory Set,2013,Duplo,Trains,24,NA,19.99,4,1,NA,,FALSE,TRUE,FALSE,Baby
10507-1,My First Train Set,2013,Duplo,Trains,52,2,44.99,5,2,2,5,FALSE,TRUE,FALSE,Baby
10508-1,Deluxe Train Set,2013,Duplo,Trains,134,3,109.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10509-1,Dusty and Chug,2013,Duplo,Disney Planes,16,NA,14.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10510-1,Ripslinger's Air Race,2013,Duplo,Disney Planes,40,NA,24.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10511-1,Skipper's Flight School,2013,Duplo,Disney Planes,53,NA,39.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10512-1,Jake's Treasure Hunt,2013,Duplo,Jake and the Never Land Pirates,22,1,14.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10513-1,Never Land Hideout,2013,Duplo,Jake and the Never Land Pirates,37,2,24.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10514-1,Jake's Pirate Ship Bucky,2013,Duplo,Jake and the Never Land Pirates,56,2,39.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10515-1,Ariel's Undersea Castle,2013,Duplo,Disney Princess,39,1,29.99,4,1,2,5,FALSE,TRUE,FALSE,Baby
10517-1,My First Garden,2013,Duplo,,38,1,12.99,0,0,1,5,FALSE,TRUE,FALSE,Baby
10518-1,My First Construction Site,2013,Duplo,Construction,43,2,19.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10519-1,Garbage Truck,2013,Duplo,,16,1,19.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10520-1,Big Front Loader,2013,Duplo,,12,1,19.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10550-1,Circus Transport,2013,Duplo,Circus,9,1,19.99,0,0,2,5,FALSE,TRUE,FALSE,Baby
10552-1,Creative Cars,2013,Duplo,,40,NA,19.99,0,0,1,5,FALSE,TRUE,FALSE,Baby
10553-1,Toddler Build and Play Cubes,2013,Duplo,,17,NA,12.99,4,1,1,3,FALSE,TRUE,FALSE,Baby
10554-1,Toddler Build and Pull Along,2013,Duplo,,15,NA,14.99,0,0,1,3,FALSE,TRUE,FALSE,Baby
10555-1,Creative Bucket,2013,Duplo,,65,NA,29.99,0,0,1,5,FALSE,TRUE,FALSE,Baby
10556-1,Creative Chest,2013,Duplo,,106,2,44.99,0,0,NA,,FALSE,TRUE,FALSE,Baby
10557-1,Giant Tower,2013,Duplo,,200,NA,59.99,0,0,NA,,FALSE,TRUE,FALSE,Baby
10558-1,Number Train,2013,Duplo,Trains,31,1,19.99,5,1,1,5,FALSE,TRUE,FALSE,Baby
10559-1,A Fairy Tale,2013,Duplo,,15,NA,12.99,0,0,NA,,FALSE,TRUE,FALSE,Baby
10560-1,Peekaboo Jungle,2013,Duplo,,13,NA,12.99,0,0,1,4,FALSE,TRUE,FALSE,Baby
10561-1,Toddler Starter Building Set,2013,Duplo,,37,NA,19.99,5,1,1,3,FALSE,TRUE,FALSE,Baby
10656-1,My First LEGO Princess,2013,Bricks and More,,88,1,9.99,4,2,4,7,FALSE,FALSE,FALSE,Other
10657-1,My First LEGO Set,2013,Bricks and More,,148,1,14.99,4,1,4,7,FALSE,FALSE,FALSE,Other
10660-1,Pink Suitcase,2013,Bricks and More,,151,2,24.99,0,0,4,8,FALSE,FALSE,FALSE,Other
10661-1,My First LEGO Fire Station,2013,Bricks and More,,90,1,9.99,3,1,4,7,FALSE,FALSE,FALSE,Other
10662-1,LEGO Creative Bucket,2013,Bricks and More,,607,NA,29.99,0,0,4,99,FALSE,FALSE,FALSE,Other
21015-1,The Leaning Tower of Pisa,2013,Architecture,Landmark Series,345,NA,34.99,3.66666666666667,3,12,,FALSE,FALSE,FALSE,Other
21017-1,Imperial Hotel,2013,Architecture,Architect Series,1188,NA,129.99,4.66666666666667,3,12,,FALSE,FALSE,FALSE,Other
21018-1,United Nations Headquarters,2013,Architecture,Landmark Series,597,NA,49.99,5,3,12,,FALSE,FALSE,FALSE,Other
21050-1,Architecture Studio,2013,Architecture,,1210,NA,159.99,4,1,16,,FALSE,FALSE,FALSE,Other
21103-1,The DeLorean Time Machine,2013,Ideas,Licensed,401,2,34.99,3.5,12,10,,FALSE,FALSE,FALSE,Other
30106-1,Ice Cream Stand,2013,Friends,,34,1,4.99,3.5,2,5,12,FALSE,FALSE,FALSE,Other
30166-1,Robin and Redbird Cycle,2013,DC Comics Super Heroes,Batman,40,1,4.99,4,1,6,12,TRUE,FALSE,FALSE,Outside brand
